Geneid,Entity,Symbol,0_R1,0_R2,0_R3,30_R1,30_R2,30_R3,60_R1,60_R2,60_R3
gene-VC_RS03105,host,gene-VC_RS03105,94.0,173.0,172.0,131.0,181.0,153.0,185.0,197.0,132.0
gene-VC_RS04880,host,hemH,355.0,559.0,463.0,610.0,870.0,628.0,677.0,975.0,555.0
gene-VC_RS10590,host,flgK,1967.0,2746.0,2402.0,2771.0,3733.0,2756.0,3175.0,,
gene-VC_RS06705,host,hrpA,1631.0,2463.0,2065.0,1773.0,2222.0,1849.0,2183.0,2545.0,1649.0
gene-VC_RS14045,host,gene-VC_RS14045,369.0,551.0,434.0,281.0,415.0,304.0,255.0,371.0,227.0
gene-VC_RS02200,host,rpmA,,3311.0,2946.0,,,,,,2263.0
gene-VC_RS00080,host,gene-VC_RS00080,1628.0,2247.0,2054.0,1796.0,2490.0,1989.0,1790.0,2124.0,1352.0
gene-VC_RS03010,host,panB,312.0,485.0,408.0,470.0,595.0,463.0,576.0,709.0,436.0
gene-VC_RS02905,host,zapG,626.0,1050.0,950.0,1009.0,1358.0,1093.0,944.0,1123.0,619.0
gene-VC_RS05260,host,gene-VC_RS05260,211.0,314.0,285.0,373.0,512.0,349.0,714.0,882.0,505.0
gene-VC_RS16615,host,gene-VC_RS16615,16.0,14.0,16.0,29.0,34.0,28.0,37.0,41.0,26.0
gene-VC_RS17060,host,gene-VC_RS17060,466.0,673.0,641.0,710.0,851.0,634.0,648.0,795.0,443.0
gene-VC_RS05145,host,fadI,331.0,485.0,461.0,486.0,568.0,456.0,478.0,551.0,361.0
gene-VC_RS08620,host,gene-VC_RS08620_gene_radC,32.0,33.0,36.0,41.0,61.0,50.0,113.0,112.0,88.0
gene-VC_RS12625,host,gene-VC_RS12625,1272.0,1776.0,1507.0,1733.0,2072.0,1407.0,1145.0,1147.0,678.0
gene-VC_RS17610,host,gnd,1396.0,2054.0,1595.0,1266.0,1799.0,1207.0,873.0,1176.0,693.0
gene-VC_RS08555,host,gene-VC_RS08555,255.0,371.0,305.0,422.0,547.0,440.0,721.0,763.0,563.0
gene-VC_RS16890,host,gene-VC_RS16890,64.0,49.0,71.0,56.0,62.0,49.0,74.0,77.0,59.0
gene-VC_RS00040,host,gene-VC_RS00040,224.0,321.0,292.0,218.0,297.0,209.0,240.0,241.0,164.0
gene-VC_RS04750,host,corC,2134.0,,2884.0,2105.0,3271.0,2174.0,2527.0,2928.0,1784.0
gene-VC_RS08300,host,mukE,296.0,427.0,371.0,364.0,539.0,387.0,472.0,568.0,398.0
gene-VC_RS07235,host,prc,,,,,,,2886.0,3407.0,2257.0
gene-VC_RS17155,host,gene-VC_RS17155,360.0,539.0,481.0,444.0,527.0,418.0,858.0,886.0,644.0
gene-VC_RS02985,host,can,2125.0,2918.0,2574.0,2669.0,3363.0,2891.0,2377.0,2952.0,1877.0
gene-VC_RS16435,host,gene-VC_RS16435,354.0,562.0,496.0,356.0,524.0,454.0,438.0,469.0,341.0
gene-VC_RS03345,host,srmB,1114.0,1645.0,1515.0,2292.0,2601.0,2195.0,2483.0,2734.0,1935.0
gene-VC_RS09620,host,gap,,,,,,,,,
gene-VC_RS12935,host,zapB,370.0,528.0,506.0,717.0,724.0,641.0,784.0,806.0,627.0
gene-VC_RS10545,host,gene-VC_RS10545,1629.0,1414.0,1501.0,1112.0,1365.0,988.0,400.0,408.0,296.0
gene-VC_RS12815,host,efp,2151.0,3328.0,2709.0,,,,,,
gene-VC_RS00050,host,dnaA,,,,,,,,,
gene-VC_RS11700,host,yacG,377.0,521.0,460.0,527.0,628.0,545.0,491.0,752.0,440.0
gene-VC_RS14650,host,gcvH,,,2967.0,,,3128.0,1504.0,1824.0,1085.0
gene-VC_RS10460,host,prfA,669.0,993.0,865.0,918.0,1093.0,854.0,982.0,1039.0,693.0
gene-VC_RS01110,host,gene-VC_RS01110,481.0,1006.0,499.0,405.0,3104.0,456.0,434.0,481.0,331.0
gene-VC_RS00795,host,gene-VC_RS00795,,,,,,,,,
gene-VC_RS16620,host,gene-VC_RS16620,44.0,47.0,54.0,56.0,67.0,48.0,68.0,68.0,58.0
gene-VC_RS05580,host,hisF,876.0,1259.0,948.0,524.0,801.0,527.0,310.0,329.0,203.0
gene-VC_RS10035,host,sucD,1875.0,3157.0,2403.0,1383.0,3869.0,1321.0,730.0,703.0,529.0
gene-VC_RS15965,host,tatA,173.0,308.0,257.0,174.0,308.0,199.0,275.0,306.0,135.0
gene-VC_RS01885,host,gene-VC_RS01885,112.0,168.0,143.0,178.0,235.0,194.0,266.0,342.0,201.0
gene-VC_RS09025,host,gene-VC_RS09025,233.0,257.0,238.0,206.0,251.0,234.0,199.0,240.0,156.0
gene-VC_RS14295,host,gene-VC_RS14295,1448.0,2068.0,1914.0,1131.0,1791.0,1360.0,1139.0,1473.0,881.0
gene-VC_RS06515,host,prpF,192.0,285.0,272.0,166.0,177.0,150.0,86.0,86.0,53.0
gene-VC_RS14050,host,gene-VC_RS14050,331.0,446.0,388.0,326.0,448.0,280.0,469.0,580.0,379.0
gene-VC_RS10270,host,fliE,1286.0,1866.0,1582.0,1668.0,2027.0,1597.0,998.0,1248.0,744.0
gene-VC_RS07085,host,gene-VC_RS07085,104.0,129.0,102.0,116.0,149.0,131.0,255.0,271.0,225.0
gene-VC_RS15080,host,gene-VC_RS15080,286.0,336.0,307.0,419.0,584.0,500.0,745.0,963.0,624.0
gene-VC_RS14925,host,gene-VC_RS14925,834.0,946.0,941.0,681.0,1002.0,734.0,484.0,523.0,413.0
gene-VC_RS01920,host,gene-VC_RS01920,47.0,55.0,73.0,108.0,136.0,143.0,81.0,84.0,61.0
gene-VC_RS11885,host,rpoE,1201.0,1441.0,1207.0,846.0,1147.0,1325.0,511.0,663.0,408.0
gene-VC_RS05165,host,gene-VC_RS05165,510.0,677.0,634.0,482.0,696.0,551.0,544.0,650.0,
gene-VC_RS12395,host,rpoA,,,,,,,,,
gene-VC_RS01905,host,pspG,72.0,86.0,84.0,155.0,188.0,161.0,155.0,153.0,120.0
gene-VC_RS07050,host,ctxB,39.0,36.0,35.0,32.0,60.0,44.0,88.0,77.0,61.0
gene-VC_RS02115,host,gene-VC_RS02115,,1807.0,1517.0,1136.0,1406.0,1118.0,1285.0,1481.0,923.0
gene-VC_RS02810,host,gene-VC_RS02810,1034.0,1329.0,1209.0,1188.0,1104.0,997.0,445.0,959.0,386.0
gene-VC_RS07505,host,ugpE,15.0,25.0,19.0,14.0,25.0,21.0,36.0,33.0,19.0
gene-VC_RS12055,host,gene-VC_RS12055,597.0,663.0,591.0,1094.0,1482.0,1225.0,926.0,1070.0,551.0
gene-VC_RS11335,host,gene-VC_RS11335,203.0,354.0,306.0,323.0,421.0,311.0,279.0,322.0,169.0
gene-VC_RS00900,host,gene-VC_RS00900,1160.0,2249.0,1277.0,1114.0,,1547.0,2578.0,2457.0,
gene-VC_RS13275,host,gene-VC_RS13275,151.0,164.0,174.0,190.0,197.0,155.0,85.0,93.0,65.0
gene-VC_RS09710,host,mltG,1233.0,1713.0,1727.0,1685.0,2222.0,1704.0,1643.0,1935.0,1181.0
gene-VC_RS13750,host,gene-VC_RS13750,477.0,723.0,659.0,788.0,993.0,872.0,1086.0,1166.0,849.0
gene-VC_RS10455,host,prmC,1036.0,1151.0,1051.0,869.0,1120.0,854.0,860.0,1001.0,657.0
gene-VC_RS10560,host,gene-VC_RS10560,,,,,,,832.0,1236.0,670.0
gene-VC_RS11630,host,pdhR,,,,,,,,,
gene-VC_RS03710,host,queA,355.0,600.0,515.0,529.0,801.0,552.0,506.0,583.0,387.0
gene-VC_RS06995,host,gene-VC_RS06995,1348.0,1802.0,1656.0,868.0,1254.0,995.0,1265.0,1334.0,911.0
gene-VC_RS07955,host,gene-VC_RS07955,76.0,87.0,91.0,117.0,129.0,103.0,147.0,155.0,106.0
gene-VC_RS11610,host,rnpB,1239.0,1804.0,1580.0,930.0,1570.0,906.0,1383.0,1282.0,778.0
gene-VC_RS14940,host,gene-VC_RS14940,190.0,332.0,257.0,187.0,357.0,245.0,349.0,410.0,279.0
gene-VC_RS09640,host,gene-VC_RS09640,234.0,393.0,365.0,770.0,1031.0,729.0,955.0,1139.0,760.0
gene-VC_RS03770,host,hscA,,,,,4168.0,3017.0,,,
gene-VC_RS11650,host,xerD,690.0,1012.0,849.0,807.0,1049.0,842.0,1166.0,969.0,668.0
gene-VC_RS10615,host,flgF,841.0,1154.0,1049.0,2037.0,2165.0,1851.0,1905.0,2051.0,2194.0
gene-VC_RS08590,host,siaP,346.0,460.0,483.0,763.0,928.0,781.0,1084.0,1379.0,866.0
gene-VC_RS13670,host,gene-VC_RS13670,1314.0,1911.0,1726.0,2828.0,3039.0,2573.0,2298.0,2812.0,2016.0
gene-VC_RS10405,host,arsC,199.0,288.0,286.0,179.0,243.0,186.0,141.0,159.0,120.0
gene-VC_RS15620,host,gene-VC_RS15620,333.0,468.0,438.0,454.0,661.0,468.0,956.0,1208.0,748.0
gene-VC_RS16765,host,gene-VC_RS16765,279.0,502.0,416.0,464.0,543.0,464.0,482.0,666.0,358.0
gene-VC_RS13665,host,phrB,589.0,892.0,927.0,803.0,1044.0,883.0,885.0,863.0,789.0
gene-VC_RS02290,host,gene-VC_RS02290,,,3107.0,1980.0,2661.0,1864.0,633.0,650.0,419.0
gene-VC_RS17045,host,gene-VC_RS17045,895.0,1241.0,1223.0,841.0,952.0,819.0,653.0,655.0,509.0
gene-VC_RS13055,host,gene-VC_RS13055,991.0,1471.0,1326.0,2137.0,2506.0,2051.0,3026.0,3540.0,2353.0
gene-VC_RS04740,host,gene-VC_RS04740,314.0,444.0,439.0,431.0,440.0,375.0,235.0,299.0,215.0
gene-VC_RS08830,host,cqsR,1084.0,1562.0,1443.0,1482.0,1920.0,1538.0,2132.0,2157.0,1370.0
gene-VC_RS09990,host,argS,2138.0,2996.0,2392.0,2661.0,3380.0,2634.0,2901.0,3433.0,2216.0
gene-VC_RS00400,host,gene-VC_RS00400,791.0,1176.0,1101.0,1484.0,1958.0,1393.0,1404.0,1973.0,1153.0
gene-VC_RS12120,host,pyrI,498.0,630.0,486.0,521.0,786.0,560.0,255.0,298.0,166.0
gene-VC_RS12075,host,pepA,,,,,,,2746.0,3747.0,2226.0
gene-VC_RS17695,host,gene-VC_RS17695,861.0,1258.0,1151.0,854.0,1262.0,981.0,722.0,896.0,571.0
gene-VC_RS10755,host,upp,418.0,610.0,473.0,571.0,849.0,578.0,494.0,638.0,390.0
gene-VC_RS01935,host,gene-VC_RS01935,2371.0,,2956.0,1321.0,2098.0,1242.0,338.0,389.0,259.0
gene-VC_RS12780,host,secB,987.0,1752.0,1357.0,1097.0,2242.0,1158.0,1393.0,784.0,488.0
gene-VC_RS16340,host,moeA,678.0,862.0,782.0,979.0,1280.0,1025.0,1147.0,1412.0,874.0
gene-VC_RS11465,host,btuF,433.0,657.0,554.0,471.0,710.0,502.0,366.0,458.0,300.0
gene-VC_RS07720,host,gene-VC_RS07720,196.0,260.0,292.0,265.0,289.0,283.0,259.0,303.0,221.0
gene-VC_RS13040,host,rpoZ,1094.0,1728.0,1458.0,1834.0,2364.0,1923.0,1842.0,2319.0,1561.0
gene-VC_RS18700,host,gene-VC_RS18700,142.0,182.0,184.0,173.0,213.0,175.0,156.0,165.0,123.0
gene-VC_RS09635,host,rlmA,460.0,592.0,580.0,875.0,995.0,899.0,1207.0,1244.0,840.0
gene-VC_RS05615,host,gene-VC_RS05615,2256.0,3018.0,2875.0,,,,,,
gene-VC_RS07130,host,gene-VC_RS07130,207.0,256.0,283.0,304.0,358.0,342.0,493.0,525.0,346.0
gene-VC_RS08335,host,gene-VC_RS08335,,,,,,,,,
gene-VC_RS12755,host,argE,707.0,1090.0,1047.0,842.0,955.0,832.0,430.0,452.0,313.0
gene-VC_RS13775,host,gene-VC_RS13775,132.0,219.0,157.0,213.0,286.0,249.0,356.0,437.0,257.0
gene-VC_RS05585,host,hisIE,1177.0,1662.0,1370.0,742.0,1009.0,811.0,372.0,2459.0,246.0
gene-VC_RS08045,host,gene-VC_RS08045,667.0,822.0,779.0,1760.0,1706.0,1485.0,1739.0,1952.0,1320.0
gene-VC_RS01065,host,gene-VC_RS01065_gene_radC,43.0,63.0,66.0,47.0,60.0,46.0,25.0,31.0,29.0
gene-VC_RS01105,host,gene-VC_RS01105,596.0,815.0,773.0,1011.0,1175.0,945.0,1163.0,1278.0,793.0
gene-VC_RS00085,host,glyS,2125.0,3339.0,2671.0,2499.0,3030.0,2355.0,1955.0,2269.0,1427.0
gene-VC_RS15995,host,gene-VC_RS15995,109.0,164.0,204.0,160.0,217.0,137.0,118.0,154.0,92.0
gene-VC_RS18265,host,gene-VC_RS18265,1118.0,1489.0,1365.0,1680.0,2791.0,2149.0,2536.0,3241.0,1821.0
gene-VC_RS08785,host,gene-VC_RS08785,15.0,23.0,21.0,24.0,28.0,18.0,158.0,210.0,143.0
gene-VC_RS08060,host,gene-VC_RS08060,67.0,78.0,79.0,55.0,57.0,55.0,65.0,87.0,45.0
gene-VC_RS09625,host,gene-VC_RS09625,354.0,451.0,401.0,454.0,543.0,460.0,529.0,630.0,476.0
gene-VC_RS03000,host,gene-VC_RS03000,1099.0,1709.0,1406.0,1168.0,1573.0,1128.0,808.0,929.0,657.0
gene-VC_RS02175,host,argR,365.0,515.0,453.0,494.0,643.0,507.0,600.0,667.0,469.0
gene-VC_RS07985,host,gene-VC_RS07985,178.0,260.0,236.0,215.0,264.0,222.0,343.0,373.0,235.0
gene-VC_RS08600,host,gene-VC_RS08600,92.0,159.0,116.0,107.0,173.0,146.0,192.0,191.0,121.0
gene-VC_RS09400,host,gene-VC_RS09400,116.0,152.0,147.0,207.0,238.0,233.0,260.0,327.0,185.0
gene-VC_RS10215,host,fliO,487.0,655.0,551.0,469.0,590.0,513.0,489.0,529.0,351.0
gene-VC_RS04820,host,cueR,545.0,799.0,665.0,505.0,735.0,481.0,551.0,792.0,464.0
gene-VC_RS05610,host,clpA,,,3153.0,2333.0,3569.0,2548.0,2011.0,2674.0,1660.0
gene-VC_RS09200,host,cysB,626.0,769.0,711.0,932.0,1205.0,1014.0,1185.0,1374.0,833.0
gene-VC_RS15705,host,gene-VC_RS15705,172.0,349.0,289.0,278.0,389.0,326.0,657.0,675.0,480.0
gene-VC_RS18000,host,gene-VC_RS18000,189.0,356.0,268.0,216.0,284.0,255.0,276.0,276.0,228.0
gene-VC_RS00635,host,gene-VC_RS00635,1186.0,1714.0,1598.0,1437.0,1720.0,1383.0,1199.0,1390.0,956.0
gene-VC_RS07710,host,gene-VC_RS07710,182.0,204.0,188.0,204.0,217.0,159.0,170.0,190.0,134.0
gene-VC_RS09220,host,lapB,2152.0,3201.0,2773.0,,3514.0,3135.0,,,
gene-VC_RS13280,host,gene-VC_RS13280,303.0,267.0,280.0,175.0,323.0,180.0,87.0,132.0,45.0
gene-VC_RS14590,host,gene-VC_RS14590,516.0,695.0,621.0,699.0,806.0,751.0,523.0,647.0,395.0
gene-VC_RS06785,host,cheB,314.0,453.0,369.0,328.0,412.0,346.0,366.0,373.0,260.0
gene-VC_RS14495,host,gene-VC_RS14495,24.0,31.0,24.0,26.0,40.0,36.0,55.0,75.0,65.0
gene-VC_RS10520,host,gene-VC_RS10520,2143.0,2919.0,2352.0,2152.0,2687.0,1809.0,696.0,966.0,574.0
gene-VC_RS18305,host,gene-VC_RS18305,704.0,908.0,836.0,763.0,1080.0,776.0,1100.0,1239.0,826.0
gene-VC_RS16530,host,glpD,228.0,323.0,292.0,292.0,351.0,268.0,303.0,366.0,249.0
gene-VC_RS01070,host,rpmB,,,,,,,,,
gene-VC_RS05285,host,gene-VC_RS05285,44.0,79.0,65.0,62.0,88.0,61.0,82.0,94.0,61.0
gene-VC_RS19120,host,gene-VC_RS19120,348.0,534.0,483.0,522.0,653.0,547.0,789.0,891.0,612.0
gene-VC_RS12410,host,rpsM,,,,,,,,,
gene-VC_RS06915,host,gene-VC_RS06915,558.0,696.0,672.0,1053.0,1116.0,1025.0,1269.0,1448.0,1022.0
gene-VC_RS13205,host,gene-VC_RS13205,1190.0,1571.0,1415.0,1163.0,1936.0,1331.0,1375.0,1668.0,1120.0
gene-VC_RS18460,host,gene-VC_RS18460,38.0,56.0,62.0,35.0,44.0,49.0,20.0,31.0,24.0
gene-VC_RS09510,host,gene-VC_RS09510,666.0,908.0,898.0,832.0,901.0,829.0,1031.0,1111.0,768.0
gene-VC_RS14405,host,prtV,1386.0,2138.0,1776.0,840.0,1237.0,1000.0,879.0,1018.0,652.0
gene-VC_RS01820,host,fusA,,,,,,,,,
gene-VC_RS18350,host,gene-VC_RS18350,20.0,13.0,15.0,16.0,19.0,18.0,17.0,14.0,9.0
gene-VC_RS09715,host,pabC,1491.0,2102.0,1822.0,1648.0,2642.0,1843.0,1722.0,2199.0,1353.0
gene-VC_RS04760,host,gene-VC_RS04760,1125.0,1622.0,1528.0,1601.0,1821.0,1661.0,2275.0,2557.0,1598.0
gene-VC_RS09830,host,gene-VC_RS09830,1028.0,1646.0,1112.0,783.0,1991.0,759.0,153.0,241.0,130.0
gene-VC_RS11835,host,acpS,570.0,731.0,577.0,368.0,533.0,458.0,333.0,393.0,201.0
gene-VC_RS06940,host,gene-VC_RS06940,1846.0,2669.0,2209.0,1979.0,3042.0,2064.0,2209.0,2549.0,1495.0
gene-VC_RS07075,host,gene-VC_RS07075,51.0,83.0,69.0,41.0,86.0,59.0,56.0,78.0,47.0
gene-VC_RS05845,host,gene-VC_RS05845,322.0,449.0,381.0,399.0,494.0,392.0,588.0,602.0,405.0
gene-VC_RS03230,host,glmM,871.0,1241.0,1056.0,1258.0,1713.0,2155.0,1327.0,,1085.0
gene-VC_RS02340,host,gene-VC_RS02340,356.0,465.0,419.0,408.0,545.0,414.0,357.0,380.0,258.0
gene-VC_RS09680,host,gene-VC_RS09680,2408.0,,,2307.0,3228.0,2365.0,1372.0,1706.0,1057.0
gene-VC_RS12020,host,gene-VC_RS12020,,,,1701.0,,,682.0,950.0,332.0
gene-VC_RS01015,host,gene-VC_RS01015,469.0,537.0,546.0,631.0,849.0,702.0,638.0,792.0,476.0
gene-VC_RS16880,host,gene-VC_RS16880,687.0,1069.0,860.0,844.0,1064.0,931.0,937.0,1049.0,683.0
gene-VC_RS14365,host,emrD,102.0,143.0,125.0,259.0,402.0,333.0,755.0,789.0,572.0
gene-VC_RS16515,host,gene-VC_RS16515,196.0,250.0,239.0,218.0,240.0,165.0,150.0,193.0,127.0
gene-VC_RS02525,host,gene-VC_RS02525,95.0,122.0,108.0,120.0,173.0,132.0,259.0,327.0,242.0
gene-VC_RS06635,host,queC,486.0,713.0,661.0,698.0,820.0,688.0,967.0,1125.0,703.0
gene-VC_RS07070,host,gene-VC_RS07070,77.0,106.0,105.0,116.0,134.0,110.0,115.0,179.0,102.0
gene-VC_RS16770,host,pncA,316.0,507.0,445.0,626.0,710.0,635.0,704.0,720.0,510.0
gene-VC_RS10870,host,lpxD,1138.0,1616.0,1296.0,983.0,1336.0,957.0,739.0,789.0,533.0
gene-VPVV882_gp29,phage,gene-VPVV882_gp29,737.0,958.0,766.0,,4026.0,,,,
gene-VC_RS17320,host,gene-VC_RS17320,223.0,430.0,375.0,318.0,393.0,314.0,543.0,626.0,385.0
gene-VC_RS07185,host,gene-VC_RS07185,1488.0,2022.0,1868.0,1403.0,1908.0,1614.0,1741.0,2007.0,1309.0
gene-VC_RS10790,host,dnaQ,690.0,916.0,807.0,938.0,1393.0,984.0,841.0,953.0,620.0
gene-VC_RS08240,host,gene-VC_RS08240,273.0,394.0,341.0,245.0,447.0,338.0,222.0,257.0,203.0
gene-VC_RS12480,host,rpmC,,,,,,3035.0,2820.0,,2090.0
gene-VC_RS15535,host,gene-VC_RS15535,118.0,148.0,109.0,115.0,154.0,136.0,245.0,289.0,206.0
gene-VC_RS04190,host,gene-VC_RS04190,54.0,72.0,52.0,28.0,63.0,38.0,53.0,82.0,53.0
gene-VC_RS05010,host,rsxB,363.0,612.0,544.0,498.0,690.0,522.0,535.0,623.0,387.0
gene-VC_RS16065,host,gene-VC_RS16065,456.0,613.0,589.0,653.0,897.0,733.0,729.0,849.0,514.0
gene-VC_RS00195,host,trkA,884.0,1223.0,1038.0,827.0,1088.0,818.0,753.0,852.0,605.0
gene-VC_RS07515,host,gene-VC_RS07515,156.0,194.0,161.0,229.0,278.0,269.0,358.0,454.0,270.0
gene-VC_RS09030,host,gene-VC_RS09030,371.0,579.0,487.0,259.0,359.0,225.0,106.0,135.0,70.0
gene-VC_RS05445,host,serS,,,,,,,,,
gene-VC_RS13125,host,gspL,681.0,990.0,872.0,627.0,852.0,638.0,515.0,596.0,443.0
gene-VC_RS03315,host,gene-VC_RS03315,309.0,461.0,387.0,369.0,488.0,369.0,267.0,340.0,182.0
gene-VC_RS05665,host,gene-VC_RS05665,290.0,423.0,319.0,346.0,386.0,320.0,231.0,312.0,200.0
gene-VC_RS14435,host,vctC,329.0,626.0,398.0,419.0,679.0,422.0,359.0,500.0,331.0
gene-VC_RS04220,host,gene-VC_RS04220,541.0,669.0,692.0,631.0,764.0,671.0,1524.0,878.0,598.0
gene-VC_RS15900,host,cra,163.0,196.0,221.0,156.0,252.0,176.0,223.0,232.0,140.0
gene-VC_RS17455,host,ompW,1124.0,2387.0,1816.0,479.0,1187.0,644.0,259.0,394.0,221.0
gene-VC_RS11240,host,gene-VC_RS11240,561.0,870.0,748.0,728.0,959.0,746.0,852.0,978.0,614.0
gene-VC_RS09475,host,gene-VC_RS09475,100.0,135.0,101.0,119.0,163.0,139.0,155.0,156.0,99.0
gene-VC_RS05425,host,dusC,533.0,683.0,773.0,871.0,983.0,888.0,1382.0,1436.0,991.0
gene-VC_RS18725,host,gene-VC_RS18725,69.0,138.0,95.0,89.0,130.0,94.0,29.0,30.0,19.0
gene-VC_RS19165,host,tnaC,15.0,30.0,20.0,20.0,31.0,12.0,12.0,16.0,17.0
gene-VC_RS16610,host,napA,263.0,356.0,271.0,244.0,288.0,261.0,321.0,327.0,210.0
gene-VC_RS17445,host,hapA,133.0,203.0,166.0,191.0,210.0,165.0,205.0,198.0,129.0
gene-VC_RS16760,host,torT,381.0,583.0,512.0,508.0,685.0,520.0,749.0,832.0,526.0
gene-VC_RS15160,host,gene-VC_RS15160,293.0,407.0,406.0,458.0,595.0,509.0,788.0,936.0,657.0
gene-VC_RS08065,host,gene-VC_RS08065,266.0,309.0,318.0,369.0,389.0,355.0,336.0,401.0,263.0
gene-VC_RS09440,host,gene-VC_RS09440,110.0,99.0,124.0,166.0,181.0,172.0,232.0,280.0,171.0
gene-VC_RS10110,host,fldA,1379.0,2064.0,1612.0,1835.0,2563.0,1978.0,1736.0,2303.0,1369.0
gene-VC_RS06060,host,cobU,154.0,244.0,204.0,154.0,242.0,169.0,130.0,177.0,117.0
gene-VC_RS16180,host,gene-VC_RS16180,403.0,523.0,452.0,668.0,903.0,753.0,630.0,770.0,485.0
gene-VC_RS08645,host,gene-VC_RS08645,49.0,86.0,67.0,73.0,103.0,101.0,88.0,116.0,84.0
gene-VC_RS04965,host,rnt,416.0,615.0,602.0,676.0,847.0,627.0,798.0,856.0,577.0
gene-VC_RS09465,host,gene-VC_RS09465,69.0,84.0,81.0,76.0,138.0,100.0,125.0,126.0,63.0
gene-VC_RS02585,host,gene-VC_RS02585,32.0,35.0,24.0,42.0,,59.0,106.0,138.0,87.0
gene-VC_RS04100,host,tpx,608.0,840.0,792.0,693.0,942.0,2210.0,,1375.0,
gene-VC_RS01030,host,pyrE,264.0,378.0,359.0,365.0,410.0,354.0,211.0,303.0,165.0
gene-VC_RS09550,host,fadD,1724.0,2777.0,2304.0,2934.0,3263.0,2483.0,,,
gene-VC_RS14515,host,ulaR,136.0,199.0,158.0,166.0,218.0,159.0,231.0,284.0,187.0
gene-VC_RS16895,host,gene-VC_RS16895,265.0,508.0,400.0,587.0,660.0,580.0,601.0,753.0,482.0
gene-VC_RS18390,host,putP,2347.0,3178.0,2649.0,804.0,1317.0,988.0,1054.0,1244.0,787.0
gene-VC_RS15095,host,gene-VC_RS15095,291.0,511.0,418.0,422.0,552.0,383.0,713.0,898.0,558.0
gene-VC_RS06700,host,gene-VC_RS06700,302.0,500.0,399.0,382.0,566.0,362.0,438.0,526.0,336.0
gene-VC_RS17615,host,gene-VC_RS17615,154.0,197.0,184.0,177.0,225.0,174.0,158.0,175.0,114.0
gene-VC_RS08525,host,gene-VC_RS08525,1096.0,1590.0,1299.0,819.0,1076.0,898.0,869.0,992.0,642.0
gene-VC_RS00025,host,rnpA,1034.0,1577.0,1441.0,1318.0,1808.0,1406.0,1430.0,1660.0,1048.0
gene-VC_RS03285,host,nlpI,746.0,1144.0,944.0,934.0,1186.0,983.0,905.0,1058.0,886.0
gene-VC_RS07625,host,almF,92.0,131.0,107.0,78.0,131.0,90.0,55.0,76.0,41.0
gene-VC_RS08740,host,gene-VC_RS08740,31.0,56.0,63.0,78.0,98.0,62.0,100.0,121.0,84.0
gene-VC_RS10340,host,gene-VC_RS10340,129.0,132.0,150.0,175.0,209.0,185.0,182.0,191.0,100.0
gene-VC_RS10705,host,gltX,1183.0,1906.0,1578.0,1891.0,2459.0,2233.0,1858.0,2265.0,1396.0
gene-VC_RS15100,host,gene-VC_RS15100,301.0,397.0,359.0,373.0,522.0,407.0,722.0,763.0,532.0
gene-VC_RS01675,host,rsgA,1244.0,1963.0,1549.0,1575.0,2141.0,1696.0,1452.0,1776.0,1044.0
gene-VC_RS09145,host,gene-VC_RS09145,1812.0,2529.0,2389.0,1845.0,2471.0,1780.0,2170.0,2478.0,1738.0
gene-VC_RS05860,host,gene-VC_RS05860,651.0,1137.0,903.0,757.0,1146.0,755.0,396.0,592.0,337.0
gene-VC_RS10220,host,fliN,542.0,829.0,734.0,582.0,948.0,662.0,538.0,594.0,384.0
gene-VC_RS07745,host,gene-VC_RS07745,319.0,449.0,411.0,163.0,298.0,162.0,122.0,173.0,100.0
gene-VC_RS00675,host,ftsY,1147.0,1475.0,1242.0,1463.0,1816.0,1423.0,932.0,1063.0,628.0
gene-VC_RS09980,host,gene-VC_RS09980,1225.0,1673.0,1488.0,1515.0,1855.0,1515.0,,2579.0,1809.0
gene-VC_RS10245,host,fliJ,122.0,141.0,149.0,109.0,180.0,129.0,106.0,108.0,78.0
gene-VC_RS11370,host,grcA,502.0,673.0,602.0,511.0,634.0,554.0,533.0,618.0,385.0
gene-VC_RS02855,host,luxS,857.0,1327.0,1043.0,830.0,1111.0,842.0,676.0,698.0,502.0
gene-VC_RS14110,host,gene-VC_RS14110,43.0,54.0,48.0,43.0,84.0,64.0,87.0,141.0,77.0
gene-VC_RS13690,host,gene-VC_RS13690,160.0,228.0,180.0,301.0,389.0,323.0,566.0,632.0,478.0
gene-VC_RS04915,host,nagE,977.0,1733.0,1367.0,989.0,1349.0,946.0,900.0,1091.0,693.0
gene-VC_RS05640,host,gene-VC_RS05640,735.0,918.0,911.0,1334.0,1532.0,1292.0,1264.0,1530.0,894.0
gene-VC_RS10040,host,sucC,2321.0,,2826.0,1806.0,2280.0,1664.0,1113.0,1215.0,832.0
gene-VC_RS12375,host,gene-VC_RS12375,787.0,1288.0,1107.0,1278.0,1707.0,1281.0,1509.0,1846.0,1202.0
gene-VC_RS12970,host,gene-VC_RS12970,352.0,530.0,437.0,1113.0,1316.0,879.0,788.0,1487.0,790.0
gene-VC_RS05225,host,tesB,1192.0,1755.0,1435.0,1493.0,1680.0,1324.0,2066.0,2337.0,1558.0
gene-VC_RS07900,host,gene-VC_RS07900,830.0,1251.0,1217.0,1197.0,1480.0,1231.0,1247.0,1479.0,972.0
